"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"G-20","CPI","TOT","AGRWTH","A","2013",3.140436,
"G-20","CPI","TOT","AGRWTH","A","2014",2.779612,
"G-20","CPI","TOT","AGRWTH","A","2015",2.366872,
"G-20","CPI","TOT","AGRWTH","A","2016",2.248121,
"G-20","CPI","TOT","AGRWTH","A","2017",2.348548,
"G-20","CPI","TOT","AGRWTH","A","2018",3.230422,
"G-20","CPI","TOT","AGRWTH","A","2019",3.563748,
"G-20","CPI","TOT","AGRWTH","A","2020",2.694649,
"G-20","CPI","TOT","AGRWTH","A","2021",4.284405,
"G-20","CPI","TOT","AGRWTH","A","2022",8.563109,
